date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:42:53	8364/8364	---M--	200	added ('OK')	image/webp	etag:%22681779c2-20ac%22	https://pristavkaa2.solarserenade.uno/images/8.webp	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/images/8.webp	(from https://pristavkaa2.solarserenade.uno/)
11:42:53	477010/477010	---M--	200	added ('OK')	image/webp	etag:%22681779c2-74752%22	https://pristavkaa2.solarserenade.uno/images/9.webp	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/images/9.webp	(from https://pristavkaa2.solarserenade.uno/)
11:42:53	3454/3454	---M--	200	added ('OK')	image/webp	etag:%22681779c2-d7e%22	https://pristavkaa2.solarserenade.uno/images/ava3.webp	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/images/ava3.webp	(from https://pristavkaa2.solarserenade.uno/)
11:42:53	33264/33264	---M--	200	added ('OK')	image/webp	etag:%22681779c2-81f0%22	https://pristavkaa2.solarserenade.uno/images/11.webp	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/images/11.webp	(from https://pristavkaa2.solarserenade.uno/)
11:42:54	16272/16272	---M--	200	added ('OK')	image/webp	etag:%22681779c2-3f90%22	https://pristavkaa2.solarserenade.uno/images/ava1.webp	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/images/ava1.webp	(from https://pristavkaa2.solarserenade.uno/)
11:42:54	13439/13439	---M--	200	added ('OK')	image/webp	etag:%22681779c2-347f%22	https://pristavkaa2.solarserenade.uno/images/ava2.webp	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/images/ava2.webp	(from https://pristavkaa2.solarserenade.uno/)
11:42:54	75530/75530	---M--	200	added ('OK')	image/webp	etag:%22681779c2-1270a%22	https://pristavkaa2.solarserenade.uno/images/10.webp	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/images/10.webp	(from https://pristavkaa2.solarserenade.uno/)
11:42:54	5472/5472	---M--	200	added ('OK')	image/webp	etag:%22681779c2-1560%22	https://pristavkaa2.solarserenade.uno/images/ava4.webp	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/images/ava4.webp	(from https://pristavkaa2.solarserenade.uno/)
11:42:54	16518/16518	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20May%202025%2014:29:22%20GMT	https://pristavkaa2.solarserenade.uno/politics.html	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/politics.html	(from https://pristavkaa2.solarserenade.uno/)
11:42:55	26630/26630	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20May%202025%2014:29:22%20GMT	https://pristavkaa2.solarserenade.uno/oferta.html	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/oferta.html	(from https://pristavkaa2.solarserenade.uno/)
11:42:55	48080/48080	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20May%202025%2014:29:22%20GMT	https://pristavkaa2.solarserenade.uno/usersagitment.html	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/usersagitment.html	(from https://pristavkaa2.solarserenade.uno/)
11:42:55	16397/16397	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20May%202025%2014:29:22%20GMT	https://pristavkaa2.solarserenade.uno/conditions.html	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/conditions.html	(from https://pristavkaa2.solarserenade.uno/)
11:42:55	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22681779c2-15d84%22	https://pristavkaa2.solarserenade.uno/js/jquery-3.5.1.min.js	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/js/jquery-3.5.1.min.js	(from https://pristavkaa2.solarserenade.uno/)
11:42:56	34835/34835	---MCZ	200	added ('OK')	application/javascript	etag:W/%22681779c2-8813%22	https://pristavkaa2.solarserenade.uno/js/maskedinput.js	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/js/maskedinput.js	(from https://pristavkaa2.solarserenade.uno/)
11:42:56	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20May%202025%2008:42:56%20GMT	https://pristavkaa2.solarserenade.uno/fonts/ProximaNova-Light.woff2	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/fonts/ProximaNova-Light.woff2	(from https://pristavkaa2.solarserenade.uno/css/ProximaStara.css)
11:42:56	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20May%202025%2008:42:56%20GMT	https://pristavkaa2.solarserenade.uno/fonts/ProximaNova-Light.woff	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/fonts/ProximaNova-Light.woff	(from https://pristavkaa2.solarserenade.uno/css/ProximaStara.css)
11:42:56	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20May%202025%2008:42:57%20GMT	https://pristavkaa2.solarserenade.uno/fonts/ProximaNova-Light.ttf	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/fonts/ProximaNova-Light.ttf	(from https://pristavkaa2.solarserenade.uno/css/ProximaStara.css)
11:42:56	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20May%202025%2008:42:57%20GMT	https://pristavkaa2.solarserenade.uno/fonts/ProximaNova-Regular.woff2	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/fonts/ProximaNova-Regular.woff2	(from https://pristavkaa2.solarserenade.uno/css/ProximaStara.css)
11:42:57	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20May%202025%2008:42:57%20GMT	https://pristavkaa2.solarserenade.uno/fonts/ProximaNova-Regular.woff	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/fonts/ProximaNova-Regular.woff	(from https://pristavkaa2.solarserenade.uno/css/ProximaStara.css)
11:42:57	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20May%202025%2008:42:57%20GMT	https://pristavkaa2.solarserenade.uno/fonts/ProximaNova-Regular.ttf	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/fonts/ProximaNova-Regular.ttf	(from https://pristavkaa2.solarserenade.uno/css/ProximaStara.css)
11:42:57	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20May%202025%2008:42:58%20GMT	https://pristavkaa2.solarserenade.uno/fonts/ProximaNova-Semibold.woff2	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/fonts/ProximaNova-Semibold.woff2	(from https://pristavkaa2.solarserenade.uno/css/ProximaStara.css)
11:42:57	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20May%202025%2008:42:58%20GMT	https://pristavkaa2.solarserenade.uno/fonts/ProximaNova-Semibold.woff	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/fonts/ProximaNova-Semibold.woff	(from https://pristavkaa2.solarserenade.uno/css/ProximaStara.css)
11:42:58	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20May%202025%2008:42:58%20GMT	https://pristavkaa2.solarserenade.uno/fonts/ProximaNova-Semibold.ttf	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/fonts/ProximaNova-Semibold.ttf	(from https://pristavkaa2.solarserenade.uno/css/ProximaStara.css)
11:42:58	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20May%202025%2008:42:58%20GMT	https://pristavkaa2.solarserenade.uno/fonts/ProximaNova-Bold.woff2	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/fonts/ProximaNova-Bold.woff2	(from https://pristavkaa2.solarserenade.uno/css/ProximaStara.css)
11:42:58	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20May%202025%2008:42:59%20GMT	https://pristavkaa2.solarserenade.uno/fonts/ProximaNova-Bold.woff	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/fonts/ProximaNova-Bold.woff	(from https://pristavkaa2.solarserenade.uno/css/ProximaStara.css)
11:42:58	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20May%202025%2008:42:59%20GMT	https://pristavkaa2.solarserenade.uno/fonts/ProximaNova-Bold.ttf	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/fonts/ProximaNova-Bold.ttf	(from https://pristavkaa2.solarserenade.uno/css/ProximaStara.css)
11:42:59	7039/7039	---M--	200	added ('OK')	image/jpeg	etag:%22681779c2-1b7f%22	https://pristavkaa2.solarserenade.uno/images/913f9ab434313437ea4eea2c5c71837785926a22.jpeg	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/images/913f9ab434313437ea4eea2c5c71837785926a22.jpg	(from https://pristavkaa2.solarserenade.uno/css/nastyle.css)
11:42:59	515/515	---M--	200	added ('OK')	image/png	etag:%22681779c2-203%22	https://pristavkaa2.solarserenade.uno/images/name.png	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/images/name.png	(from https://pristavkaa2.solarserenade.uno/css/nastyle.css)
11:42:59	2209/2209	---M--	200	added ('OK')	image/png	etag:%22681779c2-8a1%22	https://pristavkaa2.solarserenade.uno/images/phone.png	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/images/phone.png	(from https://pristavkaa2.solarserenade.uno/css/nastyle.css)
11:42:59	1208/1208	---M--	200	added ('OK')	image/png	etag:%22681779c2-4b8%22	https://pristavkaa2.solarserenade.uno/images/order-icon1.png	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/images/order-icon1.png	(from https://pristavkaa2.solarserenade.uno/css/nastyle.css)
11:43:00	1074/1074	---M--	200	added ('OK')	image/png	etag:%22681779c2-432%22	https://pristavkaa2.solarserenade.uno/images/order-icon2.png	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/images/order-icon2.png	(from https://pristavkaa2.solarserenade.uno/css/nastyle.css)
11:43:00	828/828	---M--	200	added ('OK')	image/png	etag:%22681779c2-33c%22	https://pristavkaa2.solarserenade.uno/images/order-icon3.png	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/images/order-icon3.png	(from https://pristavkaa2.solarserenade.uno/css/nastyle.css)
11:43:00	2071/2071	---M--	200	added ('OK')	image/png	etag:%22681779c2-817%22	https://pristavkaa2.solarserenade.uno/images/offer3__benefit1_icon.png	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/images/offer3__benefit1_icon.png	(from https://pristavkaa2.solarserenade.uno/css/nastyle.css)
11:43:00	2158/2158	---M--	200	added ('OK')	image/png	etag:%22681779c2-86e%22	https://pristavkaa2.solarserenade.uno/images/offer3__benefit2_icon.png	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/images/offer3__benefit2_icon.png	(from https://pristavkaa2.solarserenade.uno/css/nastyle.css)
11:43:00	2142/2142	---M--	200	added ('OK')	image/png	etag:%22681779c2-85e%22	https://pristavkaa2.solarserenade.uno/images/offer3__benefit3_icon.png	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/images/offer3__benefit3_icon.png	(from https://pristavkaa2.solarserenade.uno/css/nastyle.css)
11:43:01	4092/4092	---M--	200	added ('OK')	image/png	etag:%22681779c2-ffc%22	https://pristavkaa2.solarserenade.uno/images/offer__tick_icon.png	C:/COPYSITE2PRISTAVKA/pristavka3/pristavkaa2.solarserenade.uno/images/offer__tick_icon.png	(from https://pristavkaa2.solarserenade.uno/css/nastyle.css)
